"","lpc1","lpc2","lpc3","lpc4","lpc5","lpc6","lpc7","lpc8","lpc9","lpc10","lpc11","lpc12","lpc13","lpc14","lpc15","lpc16","lpc17","lpc18","lpc19","lpc20","class"
"1",-1.13773817268385,1.0776790980291,-0.762141528135331,0.651205267990103,-0.771721761332468,0.949845341156136,-0.866160813144157,0.667618928964382,-0.572265396204952,0.551578488995696,-0.619604439621816,0.530482303256612,-0.383060313387371,0.293389013292075,0.0061726978266356,0.172222065636139,0.0287641781244434,0.0342752391681366,0.00527813302502556,0.00676645693087652,1
"2",-1.26453539837971,1.82238546051665,-1.55861484267238,1.61573365358032,-1.50342831505977,1.50001670100176,-1.6614339005807,1.60416489840844,-1.6733608706481,1.50161857161056,-1.26977243269793,1.04830669351059,-0.760686353900425,0.805591234879949,-0.492065495014136,0.699858524904092,-0.404678351007534,0.411777964203631,-0.156176855834417,0.0556354279610625,2
"3",-1.45613129794977,2.27801375200942,-3.04116858005643,3.05791618165495,-2.83588250525784,2.4891611565267,-1.8135881899034,1.3370227472593,-1.04120566666469,1.02663094659445,-1.13677864544281,1.2730505060086,-1.44976259570983,1.55679573638651,-1.18494838972503,1.2115046826389,-0.840441411916859,0.479228218767513,-0.335529152860954,0.111653765908294,1
"4",0.319873489236586,-0.0257508629193186,-0.992002664028766,-0.329572850283697,0.195816028953237,0.752839544713131,-0.0240809120941502,-0.13306884202255,-0.65249353853493,0.00246444855403953,0.149943670247548,0.510886568771015,0.281897222908212,0.117061306306533,-0.13179257518785,-0.165037500807332,-0.0587991048138962,0.0808857824892765,0.0695177957199477,-0.0052627220321334,1
"5",-0.49655272334557,0.381743631987142,-0.636897189499902,0.124919649153696,-0.437420259525852,0.396210704686399,-0.463940617611033,0.356223186811271,-0.143574137433858,0.285453676232603,-0.0113080233360241,0.240522860614178,-0.0911352861249764,0.164479150821758,-0.239415577209262,0.060407120389811,-0.154339593838152,0.104895627214027,-0.0351338963354932,0.0253545283747945,0
"6",-0.442773340119096,0.665267258573638,-0.560087750717366,0.85684879271166,-0.840627850609722,0.865263346908345,-0.687363499648655,0.772174893803113,-0.448607160520398,0.641999653752706,-0.284128407211975,0.492515835046678,-0.358736232414702,0.258405896280754,-0.270155211919953,0.244906040011435,-0.138513040796982,0.198110374300346,-0.0336458366550996,0.179175187253878,1
"7",-0.0663537471149179,1.40521123928867,-0.348524955192205,1.35203848522952,-0.922964556494985,1.33423332894219,-0.914830164878261,1.41403663405704,-0.596387914481961,1.33890742384046,-0.403539975461418,0.992893720582361,-0.206785096962901,0.65565129906358,-0.0625440936402444,0.470262861578847,0.0869966507001876,0.31330167966212,0.100221004041084,0.110007308499872,2
"8",0.360349253274583,0.478975292076512,0.119062596372691,0.328875356891249,-0.332410711347882,0.14799110146007,-0.277088315484873,0.261056465988586,-0.368639955541256,0.0644032620778166,-0.153209676272432,0.146643679497454,-0.197715341265417,0.139633051935898,-0.0531626528276807,0.162517776320572,0.0535191972933648,0.305399619498973,0.114059486466056,-0.0108819642532808,0
"9",-0.209053182460656,0.189241001418879,-0.442084531615587,0.393149489487628,-0.325698070500659,0.556091331079675,-0.249263258312071,0.367020182196745,-0.501231368491775,0.37841856342671,-0.0693718856543937,0.366865814442426,-0.229175818260453,0.204967111252888,-0.193283140015399,0.164189007693098,0.0926308999436175,0.313525668662534,0.0251895845214738,-0.0820710267184083,1
"10",-0.468645209721844,0.258389862093657,-0.689333033671749,0.665865599013273,-0.523846510117578,0.626179332874448,-0.561858629156176,0.621050998353943,-0.596501971321137,0.410783463055677,-0.247970359315627,0.396630997335207,-0.271684624407153,0.124964154090103,-0.114721529157636,0.276510514046481,0.00527082755173386,0.112643765145872,-0.16406685860582,-0.0424845205957036,2
