"","mfcc1","mfcc2","mfcc3","mfcc4","mfcc5","mfcc6","mfcc7","mfcc8","mfcc9","mfcc10","mfcc11","mfcc12","mfcc13","mfcc14","mfcc15","mfcc16","mfcc17","mfcc18","mfcc19","mfcc20","class"
"1",42.8599883542653,6.42416289117021,1.19560031146661,9.89831376282232,-3.0138991509023,0.856504270737594,-1.98517039000235,0.239391564893025,-0.0423452548258314,0.013283301621793,1.54935482695788,-1.48808009359466,-2.00468441090566,4.14038796744912,-1.37854209789564,1.05849699652522,1.25335506384806,-0.292516385424812,-4.63804053687401,3.11156806727187,1
"2",42.57688860372,3.71937239712412,-0.817715039171147,15.5122256195173,-0.175898786991496,-2.24675611091001,-3.92331996925313,1.35856200850468,-1.37558241427715,0.97251809416572,1.76986291325037,-2.38049120102918,1.53529827301045,2.62702489734438,-1.53921204420199,0.186920029497854,1.85282070698816,0.24798486595683,-4.29398367997026,2.26183264712651,2
"3",63.9368610068651,11.3811675257264,-2.87706516578141,5.82181806220418,-7.10685641189917,4.09577403956171,-3.82828558691664,3.83120300693924,-1.09930232648549,-0.183185210304269,-0.670449865346832,-1.73963890598096,0.315848216712538,2.56527910510366,-1.02612240415983,0.282441825283063,0.339405128603149,-1.61527231489798,-0.258446596437802,-1.38884561041205,1
"4",52.8334816823178,8.60029040045815,5.01405523440539,0.425708620206117,0.750644415499199,5.97068893144711,-4.93723071634668,3.44175706508934,0.637075625146985,-0.642663278661136,-1.76552493598764,1.35371632908933,2.42048530144478,-0.446812701913265,-3.31596446410909,-0.887465583542255,0.356493965840295,2.48020487087811,0.55949573582438,0.701254405310489,1
"5",65.6793272542009,5.30592757416912,6.30006488642676,9.52100678104072,-3.94590986449622,2.39197693612629,-8.09179763811729,-1.29167085694416,-7.05864610320893,-6.07319752697135,-4.99553435516392,-1.8139020512159,-8.90012520129413,-4.21566949375839,-7.84982560068041,-6.17022520341705,-11.5747020994233,-4.59982259488767,-1.88526494095077,7.45538720358306,0
"6",61.4114450411834,3.00866941577148,3.24586530810387,7.87689769765713,-6.84924906088199,0.736185234955189,-2.31902575342974,2.4139395604052,-6.7317310176292,-1.8496160631125,-2.61151901922296,0.473231999857218,-7.81618186712055,-0.88042387595952,-2.97999131467651,-1.92568820826626,-4.64992746920818,-0.914652546270373,-5.55838193269541,0.262500065202797,1
"7",82.9132981734682,-8.58388268145564,-1.71020446553305,1.77345852425336,-16.3526872314198,-1.84460336578547,-4.24708549002468,-2.33288846618537,-4.02472545401845,7.12281542111758,2.42371377777737,10.4521358262839,-2.29050590870079,5.6623862436714,-2.3143075682844,6.24057071509358,-6.20953918091294,-0.301578297541343,0.343512811613105,3.91401340294825,2
"8",52.6979374612375,7.32993132979443,6.52556344906245,3.77223008957747,6.74064564992942,3.01298732243127,1.09221372573145,1.37719833830475,-1.82142843854199,0.769195156699627,-2.95676593256786,2.27931284770087,-4.5356644643393,1.01128353176584,-1.04053023596961,-3.36804185174745,0.689387861574098,2.18068252075178,-3.00053411495145,3.48971317872208,0
"9",58.6086108137909,7.26368169423495,6.64007867196124,5.19269929832007,5.32532775063896,4.15707604210758,-3.44414301569254,4.38700326937617,-2.72113137317224,-1.46628304744453,-0.86242690012452,0.905565111316765,-3.86001437956346,0.0867260305952067,-1.33667040754028,-0.713687082710408,-1.08466798138761,3.13049287625811,-2.03217632739046,4.55749948822248,1
"10",63.0572414725179,7.55559980180262,6.41910784407425,3.88580563249829,5.0205955451061,1.23151243940793,-2.20890968028903,4.20256241025961,-4.94825302214235,0.00247758685336791,-3.23286406786431,0.451039607927708,-4.10213310360711,0.379064686281404,-1.38639419686674,-3.48602484086914,0.300014936340522,0.758058688218936,-3.26759831699967,2.82736123725721,2
